1861632994,MUJJAHID ABBAS
1639283914,FADI F ABBASS
1023053980,HASSAN A ABBASS
1730130089,JULIA M ABBASS
1720318355,HESHAM A ABBOUD
1477845311,SALIM-TAMUZ E ABBOUD
1760797344,MOHAMED ALI ABDALLA
1194012146,DIMYANA A ABDELMALEK
1215961602,FADI W ABDUL-KARIM
1285804526,ROBERT ABOUASSALY
1710188545,SOOZAN S ABOUHASSAN
1689888588,SUSAN R ABOUHASSAN
1326368994,SEAN M ABRAHAM
1750325635,MICHAEL S ABRAMS
1750590790,ROLLA F ABU-ARJA
1467441030,JALAL M ABU-SHAWEESH
1275629735,BABU R ACHANTI
1134152309,LOUISE S ACHESON
1427070887,PETER M ADAMEK
1679565998,SHERRYL L ADAMIC
1043310121,JULIE P ADAMS
1407819535,JOHN H ADAMSKI
1598882128,FRANCOISE ADAN
1669544169,ABIDEMI A ADEGBOLA
1033587910,KAMRAN ADIBI
1265427884,AKINYI A ADIJA
1043238751,ANJALI P ADUR
1497775159,MARK I AEDER
1841216322,DAVID P AGLE
1780617746,ALON S AHARON
1114160918,BASEER U AHMAD
1528220985,BONNIE S AHN
1356369482,NICHOLAS U AHN
1639175565,RAJENDER K AHUJA
1497850622,SAMIR S AHUJA
1306820717,SANJAY P AHUJA
1215998109,SCHICKRI S AINA
1275726515,FOLASHADE O AJEGBA
1396749370,KHALID AKBAR
1366611345,NILA J AKHTAR
1972570646,ATIYE N AKTAY
1437100948,RECAI AKTAY
1053311779,YASSER AL-KHATIB
1750358941,NADIM N AL-MUBARAK
1033429386,MOHAMMED S AL-NATOUR
1346445442,MOHAMAD A ALAITI
1013297225,MOHAMED ALALWANI
1891908992,JAFER ALI
1093034225,KATHERINE E ALI
1770775157,MEER A ALI
1962668574,MOHAMMED A ALI
1326259433,VEERAJALANDHAR ALLAREDDY
1346282332,ELIZABETH M ALLEN
1053318121,HUGH D ALLEN
1760821748,BAYAN ALSULEIMAN
1609132125,ROULA ALTISHEH
1891909222,MICHAEL D ALTOSE
1558597047,AMR ALYAFI
1053524488,SHAHRAM S AMINA
1902926751,JOHN B AMMORI
1538345202,PERRY O ANARADO
1992994925,INGRID M ANDERSON
1447279005,JAMES M ANDERSON
1922026079,JAMES R ANDERSON
1689126328,JOHN M ANDERSON
1497746432,MICHAEL R ANDERSON
1821196825,DAVID A ANDREWS
1013175835,KEVIN A ANDRYC
1427011493,ASHISH ANEJA
1083857288,KIANOUSH S ANSARIGILANI
1588683965,DONALD D ANTHONY
1437230505,LUIS R APONTE
1518288901,MARGARET APOSTOL
1629334669,VLAD APOSTOL
1558417030,BRIAN S APPLEBY
1396766689,GREGORY K APPLEGATE
1578588497,BAHA M ARAFAH
1801979612,FAISAL D ARAIN
1740509231,JOSHUA ARBESMAN
1437415494,GABRIEL A AREVALO
1598877748,LUIS M ARGOTE-GREENE
