1720392988,Mustafa Abas,UNIVERSITY PRIMARY CARE PRACTICES INC
1023053980,Hassan A Abbass,UNIVERSITY PRIMARY CARE PRACTICES INC
1639283914,Fadi F Abbass,UNIVERSITY PRIMARY CARE PRACTICES INC
1730130089,Julia M Abbass,UNIVERSITY PRIMARY CARE PRACTICES INC
1093071565,Jason E Abdallah,UNIVERSITY PRIMARY CARE PRACTICES INC
1710188545,Soozan S Abouhassan,UNIVERSITY PRIMARY CARE PRACTICES INC
1275629735,Babu R Achanti,UNIVERSITY PRIMARY CARE PRACTICES INC
1700129814,Brett A Adair,UNIVERSITY PRIMARY CARE PRACTICES INC
1427070887,Peter M Adamek,UNIVERSITY PRIMARY CARE PRACTICES INC
1679565998,Sherryl L Adamic,UNIVERSITY PRIMARY CARE PRACTICES INC
1205934130,Judith A Adamich,UNIVERSITY PRIMARY CARE PRACTICES INC
1235139767,Michael A Adornetto,UNIVERSITY PRIMARY CARE PRACTICES INC
1356537716,Riaz Ahmad,UNIVERSITY PRIMARY CARE PRACTICES INC
1538163860,Faheem Ahmed,UNIVERSITY PRIMARY CARE PRACTICES INC
1497850622,Samir S Ahuja,UNIVERSITY PRIMARY CARE PRACTICES INC
1912297490,Nely Z Aldrich,UNIVERSITY PRIMARY CARE PRACTICES INC
1275659104,Yousif A Alhallaq,UNIVERSITY PRIMARY CARE PRACTICES INC
1093034225,Katherine E Ali,UNIVERSITY PRIMARY CARE PRACTICES INC
1891908992,Jafer Ali,UNIVERSITY PRIMARY CARE PRACTICES INC
1710980248,James R Allman,UNIVERSITY PRIMARY CARE PRACTICES INC
1750358941,Nadim N Al-Mubarak,UNIVERSITY PRIMARY CARE PRACTICES INC
1104849447,Amy C Alt-Coan,UNIVERSITY PRIMARY CARE PRACTICES INC
1891909222,Michael D Altose,UNIVERSITY PRIMARY CARE PRACTICES INC
1538345202,Perry O Anarado,UNIVERSITY PRIMARY CARE PRACTICES INC
1669412755,Natalina N Andreani,UNIVERSITY PRIMARY CARE PRACTICES INC
1356373344,John C Andrefsky,UNIVERSITY PRIMARY CARE PRACTICES INC
1013175835,Kevin A Andryc,UNIVERSITY PRIMARY CARE PRACTICES INC
1720122104,Rahlia Ansari,UNIVERSITY PRIMARY CARE PRACTICES INC
1174800197,Kashif S Anwar,UNIVERSITY PRIMARY CARE PRACTICES INC
1518288901,Margaret Apostol,UNIVERSITY PRIMARY CARE PRACTICES INC
1396766689,Gregory K Applegate,UNIVERSITY PRIMARY CARE PRACTICES INC
1801979612,Faisal D Arain,UNIVERSITY PRIMARY CARE PRACTICES INC
1316915085,Susan M Arceneaux,UNIVERSITY PRIMARY CARE PRACTICES INC
1770843393,Elizabeth E Archinal,UNIVERSITY PRIMARY CARE PRACTICES INC
1598877748,Luis M Argote-Greene,UNIVERSITY PRIMARY CARE PRACTICES INC
1245343789,Delilah Frances Armstrong,UNIVERSITY PRIMARY CARE PRACTICES INC
1275594129,Gregory J Armstrong,UNIVERSITY PRIMARY CARE PRACTICES INC
1568606523,Amy J Armstrong,UNIVERSITY PRIMARY CARE PRACTICES INC
1578528196,Catherine D Arora,UNIVERSITY PRIMARY CARE PRACTICES INC
1174889778,Sailesh Arulkumar,UNIVERSITY PRIMARY CARE PRACTICES INC
1134414204,Daniel I Asher,UNIVERSITY PRIMARY CARE PRACTICES INC
1033499116,Riccardo Autorino,UNIVERSITY PRIMARY CARE PRACTICES INC
1639157241,Edwin G Avery,UNIVERSITY PRIMARY CARE PRACTICES INC
1962687871,Katherine E Ayers,UNIVERSITY PRIMARY CARE PRACTICES INC
1164428777,Nabil N Azar,UNIVERSITY PRIMARY CARE PRACTICES INC
1417967118,Haitham M Azem,UNIVERSITY PRIMARY CARE PRACTICES INC
1538268214,Mervat Z Aziz,UNIVERSITY PRIMARY CARE PRACTICES INC
1649370735,Samia C Baaklini,UNIVERSITY PRIMARY CARE PRACTICES INC
1598714388,Anthony E Bacevice,UNIVERSITY PRIMARY CARE PRACTICES INC
1740480300,Rima Bachuwa,UNIVERSITY PRIMARY CARE PRACTICES INC
1093927444,Christina M Bagby,UNIVERSITY PRIMARY CARE PRACTICES INC
1396778619,Lee A Baggott,UNIVERSITY PRIMARY CARE PRACTICES INC
1952519043,Jennifer D Bahner,UNIVERSITY PRIMARY CARE PRACTICES INC
1336185339,Ewa B Bak,UNIVERSITY PRIMARY CARE PRACTICES INC
1386063733,John C Baker,UNIVERSITY PRIMARY CARE PRACTICES INC
1710365143,James M Baker,UNIVERSITY PRIMARY CARE PRACTICES INC
1194953976,Jordan N Baker-Horn,UNIVERSITY PRIMARY CARE PRACTICES INC
1447365622,Cynthia K Balina,UNIVERSITY PRIMARY CARE PRACTICES INC
